,pair,data,sharpe
66,"[('CURE', 'FAZ')]","Date
2016-01-04         NaN
2016-01-05    1.000000
2016-01-06    1.000000
2016-01-07    1.000000
2016-01-08    1.000000
                ...   
2021-12-27    1.261329
2021-12-28    1.261329
2021-12-29    1.261329
2021-12-30    1.261329
2021-12-31    1.261329
Name: cum_rets, Length: 1511, dtype: float64",0.5298769233157471
67,"[('DEM', 'GOEX')]","Date
2016-01-04         NaN
2016-01-05    1.000000
2016-01-06    1.000000
2016-01-07    1.000000
2016-01-08    1.000000
                ...   
2021-12-27    1.249976
2021-12-28    1.249976
2021-12-29    1.249976
2021-12-30    1.249976
2021-12-31    1.249976
Name: cum_rets, Length: 1511, dtype: float64",0.780733359719561
68,"[('DEM', 'LABD')]","Date
2016-01-04         NaN
2016-01-05    1.000000
2016-01-06    1.000000
2016-01-07    1.000000
2016-01-08    1.000000
                ...   
2021-12-27    1.264806
2021-12-28    1.264806
2021-12-29    1.264806
2021-12-30    1.264806
2021-12-31    1.264806
Name: cum_rets, Length: 1511, dtype: float64",0.5311658140242517
69,"[('DEW', 'GOEX')]","Date
2016-01-04         NaN
2016-01-05    1.000000
2016-01-06    1.000000
2016-01-07    1.000000
2016-01-08    1.000000
                ...   
2021-12-27    1.214706
2021-12-28    1.214706
2021-12-29    1.214706
2021-12-30    1.214706
2021-12-31    1.214706
Name: cum_rets, Length: 1511, dtype: float64",0.622880636380079
70,"[('DFJ', 'LABU')]","Date
2016-01-04         NaN
2016-01-05    1.000000
2016-01-06    1.000000
2016-01-07    1.000000
2016-01-08    1.000000
                ...   
2021-12-27    1.369832
2021-12-28    1.369832
2021-12-29    1.369832
2021-12-30    1.369832
2021-12-31    1.369832
Name: cum_rets, Length: 1511, dtype: float64",0.7052324622100242
71,"[('DHS', 'FAZ')]","Date
2016-01-04         NaN
2016-01-05    1.000000
2016-01-06    1.000000
2016-01-07    1.000000
2016-01-08    1.000000
                ...   
2021-12-27    1.206763
2021-12-28    1.206763
2021-12-29    1.206763
2021-12-30    1.206763
2021-12-31    1.206763
Name: cum_rets, Length: 1511, dtype: float64",0.5654513616749501
72,"[('DIG', 'JDST')]","Date
2016-01-04         NaN
2016-01-05    1.000000
2016-01-06    1.000000
2016-01-07    1.000000
2016-01-08    1.000000
                ...   
2021-12-27    1.507837
2021-12-28    1.507837
2021-12-29    1.507837
2021-12-30    1.507837
2021-12-31    1.507837
Name: cum_rets, Length: 1511, dtype: float64",0.5928057665845365
73,"[('DIG', 'MLPB')]","Date
2016-01-04         NaN
2016-01-05    1.000000
2016-01-06    1.000000
2016-01-07    1.000000
2016-01-08    1.000000
                ...   
2021-12-27    1.208664
2021-12-28    1.207623
2021-12-29    1.206878
2021-12-30    1.204077
2021-12-31    1.200372
Name: cum_rets, Length: 1511, dtype: float64",0.5472134996039905
74,"[('DIV', 'GDX')]","Date
2016-01-04         NaN
2016-01-05    1.000000
2016-01-06    1.000000
2016-01-07    1.000000
2016-01-08    1.000000
                ...   
2021-12-27    1.247135
2021-12-28    1.247135
2021-12-29    1.247135
2021-12-30    1.247135
2021-12-31    1.247135
Name: cum_rets, Length: 1511, dtype: float64",0.7377534613222244
75,"[('DIV', 'GDXJ')]","Date
2016-01-04         NaN
2016-01-05    1.000000
2016-01-06    1.000000
2016-01-07    1.000000
2016-01-08    1.000000
                ...   
2021-12-27    1.211227
2021-12-28    1.211227
2021-12-29    1.211227
2021-12-30    1.211227
2021-12-31    1.211227
Name: cum_rets, Length: 1511, dtype: float64",0.6313202445219073
76,"[('DIV', 'MLPO')]","Date
2016-01-04         NaN
2016-01-05    1.000000
2016-01-06    1.000000
2016-01-07    1.000000
2016-01-08    1.000000
                ...   
2021-12-27    1.479866
2021-12-28    1.464536
2021-12-29    1.464468
2021-12-30    1.468580
2021-12-31    1.468723
Name: cum_rets, Length: 1511, dtype: float64",0.7056509630242164
77,"[('DPST', 'MLPO')]","Date
2016-01-04         NaN
2016-01-05    1.000000
2016-01-06    1.000000
2016-01-07    1.000000
2016-01-08    1.000000
                ...   
2021-12-27    1.690074
2021-12-28    1.673705
2021-12-29    1.673457
2021-12-30    1.678627
2021-12-31    1.678792
Name: cum_rets, Length: 1511, dtype: float64",0.9291863180987323
